coding_block,occ1990dd,census_code,employed_thousands
2020_2026,678,3421,2531.59017628447
2020_2026,678,3422,813.6197808765152
2020_2026,678,3423,743.8566624924242
2020_2026,678,3424,970.3615546791666
2020_2026,678,3430,497.2834682852273
2020_2026,678,8760,538.3380337632575
2020_2026,679,8256,67.73266531969698
2020_2026,686,7810,1739.649765778788
2020_2026,687,7800,1707.6966018556816
2020_2026,688,7840,649.3357791897727
2020_2026,694,8620,717.0709498901515
2020_2026,695,8600,275.278654869697
2020_2026,696,8610,589.8798925314394
2020_2026,699,8630,291.82735663030303
2020_2026,703,8025,56.74541032159091
2020_2026,706,7950,440.9638842859849
2020_2026,709,8000,246.96761221174245
2020_2026,719,8100,219.9550046723485
2020_2026,727,8530,154.3729332814394
2020_2026,729,8540,105.27157886893939
2020_2026,733,8225,2386.201114757954
2020_2026,733,8555,210.60098810757574
2020_2026,736,8250,98.0379853590909
2020_2026,736,8255,960.5453348526514
2020_2026,738,8365,119.29031877840907
2020_2026,744,8320,797.6415702371212
2020_2026,747,8310,162.92291597121212
2020_2026,749,8465,105.46912316022727
2020_2026,753,8850,59.18078475075758
2020_2026,754,8800,1793.6453740147726
2020_2026,755,7925,187.0264504314394
2020_2026,755,8720,122.97371867727271
2020_2026,756,8650,541.7102162704546
2020_2026,757,8640,415.2420816765151
2020_2026,763,7830,71.30914103977273
2020_2026,765,8930,113.2622641378788
2020_2026,766,8040,123.35495632765151
2020_2026,766,8730,90.3570505602273
2020_2026,769,7850,79.65940097537879
2020_2026,769,8710,368.40143689166666
2020_2026,774,8830,147.0888295818182
2020_2026,779,7855,956.1074774155304
2020_2026,779,8810,1119.6463202189395
2020_2026,779,8940,62.714133997727274
2020_2026,779,8990,8623.614332671968
2020_2026,783,8140,3920.031238154166
2020_2026,785,7720,804.7936003280303
2020_2026,785,7730,82.37137930378789
2020_2026,785,7750,6616.053141851137
2020_2026,799,8740,5424.7129619132575
2020_2026,803,9005,2200.274963951894
2020_2026,804,7510,241.17051760037884
2020_2026,804,9130,24875.881549170837
2020_2026,804,9600,4316.646424479545
2020_2026,808,9121,1591.1573354371214
2020_2026,808,9122,1779.053588060227
2020_2026,809,9110,99.26044814772726
2020_2026,809,9141,588.5249705102274
2020_2026,809,9142,3233.220238357197
2020_2026,809,9150,1195.8126461170455
2020_2026,813,9350,448.44296391931823
2020_2026,823,9240,326.0338158818182
2020_2026,824,9210,310.0356928
2020_2026,824,9265,138.29222361022727
2020_2026,829,9300,161.92935569545452
2020_2026,829,9310,274.91463269772726
2020_2026,844,6305,2670.166976360985
2020_2026,848,9510,406.37127118257575
2020_2026,848,9570,232.13746419810604
2020_2026,859,9650,127.69196475265149
2020_2026,865,7610,119.97774272386363
2020_2026,866,6600,396.6818912912879
2020_2026,869,6260,15390.221030514773
2020_2026,869,6730,607.3112183022728
2020_2026,873,8950,448.6553060393939
2020_2026,875,9720,770.959899780303
2020_2026,878,9630,159.99422084659093
2020_2026,885,9365,603.2674418015151
2020_2026,887,9610,2574.8806166178033
2020_2026,888,9640,4676.910694365531
2020_2026,889,6740,94.91097887272728
2020_2026,889,9430,276.76090578825756
2020_2026,889,9620,15283.08233335606
